Tract,CALI
V1,-0.9998384711270882
V2,-0.9999351530745135
V3,-0.9985257912640331
V4,-0.9992069689050215
V5,-0.9999089484822546
V6,-0.9998909365799038
V7,-0.9997522793405752
V8,-0.9963133080087677
V9,-0.9997525432289024
V10,-0.9984866278425951
V11,-0.9999875373671766
V12,-0.9993080811098667
V13,-0.9999999931796852
V14,-0.9999821670797487
V15,-0.9988842887236076
V16,-0.997541768438798
V17,-0.9997897476639293
V18,-0.9997222878427354
V19,-0.9833792240676563
whole GM,51.65035732162784
