Tract,CALI
V1,-0.9999999948411722
V2,-0.9999999948653299
V3,-0.9999999702024354
V4,-0.9999999912630817
V5,-0.9999999948625106
V6,-0.999999994859284
V7,-0.9999999947707457
V8,-0.9999995625311325
V9,-0.9999999947717546
V10,-0.9999999677429796
V11,-0.999999994866799
V12,-0.9999999925053997
V13,-0.9999999948668078
V14,-0.9999999948667809
V15,-0.9999999843883874
V16,-0.9999998719367454
V17,-0.9999999948118882
V18,-0.9999999947361629
V19,-0.9999523337625648
whole GM,120.35118965461261
