Tract,CALI
V1,-0.9989568029352779
V2,-0.9989568029352779
V3,-0.9989568029348125
V4,-0.9989568029352591
V5,-0.9989568029352779
V6,-0.9989568029352779
V7,-0.9989568029352779
V8,-0.9989568028798987
V9,-0.9989568029352778
V10,-0.9989568029347347
V11,-0.9989568029352779
V12,-0.9989568029352687
V13,-0.9989568029352779
V14,-0.9989568029352779
V15,-0.9989568029351695
V16,-0.9989568029284741
V17,-0.9989568029352779
V18,-0.9989568029352778
V19,-0.9989566590375943
whole GM,188.34688425498507
