Tract,CALI
V1,-0.2885232108551098
V2,-0.2885232108550757
V3,-0.2885232108550897
V4,-0.28852321085508625
V5,-0.2885232108551312
V6,-0.2885232108551363
V7,-0.2885232108551107
V8,-0.28852321085623966
V9,-0.28852321085506805
V10,-0.28852321085510124
V11,-0.2885232108551139
V12,-0.2885232108551038
V13,-0.28852321085512433
V14,-0.288523210855117
V15,-0.2885232108551382
V16,-0.28852321085514687
V17,-0.2885232108551331
V18,-0.2885232108550946
V19,-0.2885232133128711
whole GM,227.5273031397777
