Tract,CALI
V1,-0.8345598044620084
V2,-0.8345598044620097
V3,-0.834559804461999
V4,-0.8345598044619986
V5,-0.834559804462008
V6,-0.8345598044620074
V7,-0.8345598044620056
V8,-0.8345598044620874
V9,-0.8345598044620117
V10,-0.834559804462004
V11,-0.8345598044620036
V12,-0.8345598044620095
V13,-0.83455980446201
V14,-0.8345598044620068
V15,-0.834559804462006
V16,-0.8345598044619374
V17,-0.8345598044620139
V18,-0.8345598044620055
V19,-0.8345597966790206
whole GM,217.09372991956408
