Tract,CALI
V1,-0.9299207694111856
V2,-0.9383284158213898
V3,-0.897957551981595
V4,-0.9079864969441798
V5,-0.9355576002437266
V6,-0.9323905455435177
V7,-0.9245517436213175
V8,-0.8809824011664201
V9,-0.9232961835221042
V10,-0.8975739938817339
V11,-0.9546349891425513
V12,-0.9103186260540435
V13,-0.9866421249358898
V14,-0.9508778829662898
V15,-0.9029919566742711
V16,-0.8884812363878599
V17,-0.9247941885282343
V18,-0.9224116421411961
V19,-0.8463992495428667
whole GM,25.988453653566463
