Tract,CALI
V1,-0.12084962624385842
V2,-0.11414709884316943
V3,-0.11179900030613199
V4,-0.11512693576337174
V5,-0.11308339323644101
V6,-0.11367293465891426
V7,-0.11815860623557517
V8,-0.11138328201608971
V9,-0.11076448093683888
V10,-0.11841293190112234
V11,-0.13062864703419208
V12,-0.11617694501091713
V13,-0.13261465208515877
V14,-0.11951537021100855
V15,-0.11919354574781482
V16,-0.11098543069611855
V17,-0.10876412237062416
V18,-0.12008311482088996
V19,-0.10472615186401113
whole GM,13.296825205767503
