Tract,CALI
V1,-0.8455954345309291
V2,-0.8521708526502778
V3,-0.8237018699597369
V4,-0.8300504423053463
V5,-0.8497709140691514
V6,-0.8472348236713425
V7,-0.8414415291608017
V8,-0.8139429202686209
V9,-0.8403243073493509
V10,-0.8234765491805167
V11,-0.8675184222216858
V12,-0.8316343054747672
V13,-0.9135328604533547
V14,-0.8634025577181017
V15,-0.8269711904504344
V16,-0.8179867328007346
V17,-0.8414374230594116
V18,-0.8402529520877862
V19,-0.7961772363959346
whole GM,23.012459330128888
