Tract,CALI
V1,-0.8540329226777775
V2,-0.861024870603116
V3,-0.8304460462122373
V4,-0.8373184435081713
V5,-0.8585099111319556
V6,-0.8557539583932626
V7,-0.8496042564096811
V8,-0.8197803724072811
V9,-0.8483986420296169
V10,-0.8301879427321065
V11,-0.8772370178359339
V12,-0.8390281994722559
V13,-0.9242041156981315
V14,-0.8729268097230084
V15,-0.8339666419685059
V16,-0.8242096002308827
V17,-0.8495762601811585
V18,-0.8482682098335554
V19,-0.8002345547042387
whole GM,23.22012010241638
