Tract,CALI
V1,-0.684290974933675
V2,-0.6842909749336851
V3,-0.6842909749336678
V4,-0.6842909749336616
V5,-0.6842909749336662
V6,-0.6842909749336528
V7,-0.6842909749336499
V8,-0.6842909749343654
V9,-0.6842909749336659
V10,-0.6842909749336824
V11,-0.6842909749336576
V12,-0.6842909749336649
V13,-0.6842909749336685
V14,-0.6842909749336672
V15,-0.684290974933662
V16,-0.6842909749336348
V17,-0.684290974933663
V18,-0.6842909749336669
V19,-0.6842909722057195
whole GM,221.24942853508654
