Tract,CALI
V1,-0.2686024732919524
V2,-0.24786015374269466
V3,-0.21635238544335567
V4,-0.2343722916704417
V5,-0.2456624734505698
V6,-0.24122732297072136
V7,-0.2562128562057704
V8,-0.20766312281934252
V9,-0.23375487305693377
V10,-0.2297284425447681
V11,-0.3131802287578044
V12,-0.2450769381823552
V13,-0.3405924636812222
V14,-0.28341065580642166
V15,-0.24768737099837246
V16,-0.21070010238617665
V17,-0.22837374125612397
V18,-0.2593800083611888
V19,-0.15715817610153593
whole GM,14.062321195610565
