Tract,CALI
V1,-0.880312637527413
V2,-0.8803126375274105
V3,-0.8803126375274024
V4,-0.8803126375274127
V5,-0.8803126375274105
V6,-0.8803126375274141
V7,-0.8803126375274075
V8,-0.8803126375270472
V9,-0.8803126375274156
V10,-0.8803126375274095
V11,-0.8803126375274181
V12,-0.8803126375274146
V13,-0.8803126375274115
V14,-0.8803126375274054
V15,-0.8803126375274131
V16,-0.8803126375273107
V17,-0.880312637527407
V18,-0.8803126375274062
V19,-0.8803126268835716
whole GM,215.13119103050582
