Tract,CALI
V1,-0.9999997747564485
V2,-0.9999999600853168
V3,-0.9999854693574821
V4,-0.9999954770663747
V5,-0.9999999237787902
V6,-0.9999998929641805
V7,-0.9999994978861609
V8,-0.9999175100808773
V9,-0.999999501023816
V10,-0.9999846191087247
V11,-0.999999998213775
V12,-0.999996499973644
V13,-0.9999999999959682
V14,-0.9999999964821343
V15,-0.9999913597073542
V16,-0.9999615368063117
V17,-0.9999996405468241
V18,-0.9999993918657205
V19,-0.9985715054636237
whole GM,80.47841618795319
