Tract,CALI
V1,-0.999960264844906
V2,-0.9999602648449063
V3,-0.9999602648363622
V4,-0.9999602648444212
V5,-0.9999602648449063
V6,-0.9999602648449063
V7,-0.9999602648449042
V8,-0.9999602642330657
V9,-0.9999602648449042
V10,-0.9999602648350618
V11,-0.9999602648449063
V12,-0.9999602648446482
V13,-0.9999602648449063
V14,-0.9999602648449063
V15,-0.9999602648425253
V16,-0.9999602647511232
V17,-0.9999602648449054
V18,-0.9999602648449029
V19,-0.9999595842380781
whole GM,170.16497196974652
