Tract,logZi,time,CALI
V1,13.764808512014863,0.2672150135040283,0.3351011504632029
V2,13.754074601279962,0.5218989849090576,0.3681783565023946
V3,13.682243694768761,0.5120260715484619,0.35318550334102694
V4,13.715121788954137,0.4625740051269531,0.3264802111121765
V5,13.766656156828317,0.5197439193725586,0.3662352207457442
V6,13.738460426182344,0.5195770263671875,0.3453655669338511
V7,13.7326216996993,0.5547730922698975,0.376071538202694
V8,13.68834986643435,0.555654764175415,0.21962765432864106
V9,13.732535173484,0.5492348670959473,0.3573625035703203
V10,13.709515000095656,0.499661922454834,0.25723213318874505
V11,13.821673654173612,0.428969144821167,0.3896735151708759
V12,13.736272683104655,0.4150211811065674,0.28823077893637294
V13,13.749482655352406,0.49206995964050293,0.5528849971034073
V14,13.757232451024269,0.4212229251861572,0.43081807372661496
V15,13.725055802825088,0.42504191398620605,0.2327486435730588
V16,13.68952316902355,0.42109203338623047,0.2502251244272353
V17,13.704213941218432,0.38509321212768555,0.388789482287619
V18,13.752857549135737,0.2818570137023926,0.2962203068036877
V19,13.629970407002817,0.2603020668029785,0.18172060090595044
whole GM,14.218956637589592,0.6809499263763428,N/A
