Tract,logZi,time,CALI
V1,17.00437155537315,1.8887879848480225,0.792474025486742
V2,16.98171089903695,1.910336971282959,0.8473496545099446
V3,16.843859682284894,1.9251270294189453,0.7631961332128783
V4,16.915195994555017,1.9482150077819824,0.7493437011579327
V5,17.00276625804675,1.9084811210632324,0.8474402812202242
V6,16.957904646317022,1.9497630596160889,0.8006454785052277
V7,16.921189874406203,1.8974380493164062,0.8112970901074588
V8,16.907320008693116,1.8849189281463623,0.5928724418006246
V9,16.942751890504947,1.9083030223846436,0.8133919674059635
V10,16.945717267069604,1.9872469902038574,0.6782311528868776
V11,17.084795443110558,1.8938379287719727,0.8942313334069711
V12,16.98319376509589,1.9462218284606934,0.7360558218242466
V13,16.843775441284187,1.9393768310546875,0.9594730765427697
V14,16.953987315264968,1.9244661331176758,0.9125685638323406
V15,16.9916144077366,1.9561190605163574,0.6666600402097576
V16,16.916426863518815,1.8783800601959229,0.665385174306478
V17,16.88116383188099,1.6703779697418213,0.8412304984026313
V18,17.01789374560533,1.4968771934509277,0.769524859850244
V19,16.79266236114942,1.4797248840332031,0.4785965647196617
whole GM,17.223939940412603,1.3472621440887451,N/A
