Tract,logZi,time,CALI
V1,12.998668546917852,2.1278610229492188,0.15480845801655407
V2,12.955080220227922,2.233243227005005,0.13513334329082127
V3,12.850472987030008,2.198622941970825,0.07009746732022526
V4,12.966771592704188,2.170416831970215,0.1553951420149804
V5,12.984661203036133,2.8305482864379883,0.15699894295369687
V6,12.97786394350889,2.832279920578003,0.16024793037481055
V7,12.990192492076105,2.8428001403808594,0.19993268521779783
V8,12.943776383543003,2.7429771423339844,0.08170743851098772
V9,12.977460560929476,2.7207798957824707,0.17272722528664208
V10,12.94292234963293,2.8026838302612305,0.08826834169737019
V11,13.053878231083013,2.6561031341552734,0.2050755797901267
V12,13.009176965770978,2.619053840637207,0.1607218565405537
V13,13.051569854273147,2.9588398933410645,0.3794081413686239
V14,12.943933439943972,2.835020065307617,0.158131612568839
V15,12.94672392613441,2.879277229309082,0.06394678047986635
V16,12.970956793990425,2.99833607673645,0.13136381429725508
V17,12.98300691985014,2.3307809829711914,0.22542058306900747
V18,12.988455749485807,2.18799090385437,0.1280829811033115
V19,12.92445458870533,2.238042116165161,0.08255282099628469
whole GM,13.587885735371852,1.9387378692626953,N/A
