Tract index,CALI
1,0.08047904251445015
2,0.09892548006801838
3,0.11465534127712251
4,0.09214367727113593
5,0.09592450606635561
6,0.09009773508537311
7,0.1080157737538825
8,0.051483254161950764
9,0.09877175670258675
10,0.05939239595655321
11,0.09000035159806519
12,0.06622185775850364
13,0.20427226435704027
14,0.12571547597869448
15,0.04303761047144228
16,0.0625695253968086
17,0.12009965150088076
18,0.06534725478378678
19,0.053359464342028096
whole GM,13.218038172191841
