Tract,logZi,time,CALI
V1,13.235245436249148,1.8377950191497803,0.40640690146853786
V2,13.213331530042444,1.998713731765747,0.4127359434644309
V3,13.15218843496432,1.9182519912719727,0.39095693956102373
V4,13.191338661226569,1.9328320026397705,0.39032320413454347
V5,13.215856612019373,1.8779950141906738,0.40151208763768853
V6,13.194932927407423,1.916215181350708,0.3857333194533912
V7,13.13697578305909,1.8967909812927246,0.33586032612904115
V8,13.13070280472833,1.9434857368469238,0.25356807902271594
V9,13.210001728572033,1.9081947803497314,0.42247731347811923
V10,13.10770795599268,1.9515037536621094,0.2335548645524923
V11,13.27266320657565,1.9613521099090576,0.44174478312255583
V12,13.168352978016083,1.9164540767669678,0.308321328334872
V13,13.229657824697064,1.9476289749145508,0.5845005817780491
V14,13.212418657887145,1.9430301189422607,0.45618502380582227
V15,13.08988401495686,1.9194347858428955,0.180186212147198
V16,13.127502397543825,1.9229352474212646,0.27188009639573796
V17,13.111353043344657,1.8113207817077637,0.33931329269791544
V18,13.163589559416192,1.8211359977722168,0.2919856492346744
V19,13.103412397925213,1.817458152770996,0.24459049619029716
whole GM,13.667358962585027,1.642063856124878,N/A
