Tract,logZi,time,CALI
V1,9.778611163226286,14.949855089187622,2.179529683059726
V2,9.435156962458437,14.947372913360596,1.315632914743722
V3,9.498978379327177,15.299956798553467,1.5834127746622966
V4,10.496513269375555,12.172563076019287,5.7331309244813635
V5,9.586685453587576,12.64899206161499,1.6663485796974684
V6,9.319935705753903,15.372483015060425,1.0617634406056715
V7,9.935665923079428,12.053152799606323,2.8985124944594203
V8,9.538834048510164,13.51891303062439,1.4755302052317463
V9,10.332011102160562,18.13251304626465,4.735865860506933
V10,10.104038832840528,20.499523162841797,3.386626220568301
V11,9.343955563519186,21.334917306900024,1.0329253144689439
V12,9.65650495869157,18.88596820831299,1.798899411947474
V13,9.552252708645208,17.390156984329224,1.8725310974744747
V14,10.118100264865216,17.542887926101685,3.729554588872621
V15,9.94431387443091,17.043654203414917,2.6416304156433057
V16,9.935642310281843,16.898271083831787,2.747037451096943
V17,10.046956845168625,14.203338861465454,3.482093433907785
V18,10.079766260721811,14.059453964233398,3.2405221258204504
V19,9.726114413476983,13.084512948989868,2.046026571930213
whole GM,9.35502955724128,10.664703845977783,N/A
