Tract,logZi,time,CALI
V1,13.016943020747574,0.3011479377746582,0.22956765996449668
V2,13.017375883912361,0.3771190643310547,0.25194361413557753
V3,12.983051613613608,0.39504408836364746,0.2470440678127408
V4,12.995334549782804,0.43206095695495605,0.22955990058495845
V5,13.021503936652925,0.4273841381072998,0.24835238226755907
V6,13.007793427527119,0.43000197410583496,0.2392603610643489
V7,13.006103433690893,0.4296998977661133,0.2548626758843746
V8,12.981065075338789,0.4299347400665283,0.177959808385608
V9,13.005380534112916,0.4046609401702881,0.24545704295002047
V10,12.989946921166052,0.4755678176879883,0.1939489660052509
V11,13.046469428678645,0.38833189010620117,0.2558192889253259
V12,13.001970504441033,0.4548170566558838,0.20694181574823012
V13,13.059085175690022,0.47792792320251465,0.3937710896276878
V14,13.024604987752781,0.3696591854095459,0.2875335598881561
V15,12.995530773139514,0.46527671813964844,0.17968607359498967
V16,12.981921475173543,0.3997330665588379,0.19296469130809757
V17,12.99673317320644,0.36300182342529297,0.2667540528249699
V18,13.010687534607943,0.3384518623352051,0.21119351001207542
V19,12.95876606090891,0.2929039001464844,0.16752519645957942
whole GM,13.623429589942905,0.3728480339050293,N/A
