Tract,logZi,time,CALI
V1,12.56649964886866,0.3449859619140625,0.09966799462495501
V2,12.56649964886866,0.38787293434143066,0.09966799462495501
V3,12.56649964886866,0.4379708766937256,0.09966799462495501
V4,12.56649964886866,0.5030498504638672,0.09966799462495501
V5,12.56649964886866,0.5095841884613037,0.09966799462495501
V6,12.56649964886866,0.46165990829467773,0.09966799462495501
V7,12.56649964886866,0.4254021644592285,0.09966799462495501
V8,12.56649964886866,0.467055082321167,0.09966799462495501
V9,12.56649964886866,0.43343520164489746,0.09966799462495501
V10,12.56649964886866,0.43966007232666016,0.09966799462495501
V11,12.56649964886866,0.4619100093841553,0.09966799462495501
V12,12.56649964886866,0.437608003616333,0.09966799462495501
V13,12.56649964886866,0.42302370071411133,0.09966799462495501
V14,12.56649964886866,0.40433192253112793,0.09966799462495501
V15,12.56649964886866,0.42891907691955566,0.09966799462495501
V16,12.56649964886866,0.3935658931732178,0.09966799462495501
V17,12.56649964886866,0.37458205223083496,0.09966799462495501
V18,12.56649964886866,0.3581850528717041,0.09966799462495501
V19,12.56649964886866,0.3031890392303467,0.09966799462495501
whole GM,13.264638518250253,0.4309523105621338,N/A
