Tract,logZi,time,CALI
V1,7.2230236425576315,15.132914781570435,-0.37083185702516164
V2,8.977666432579104,11.555493116378784,2.637461506156655
V3,8.977666432579104,13.05262303352356,2.637461506156655
V4,8.9776664325788,14.505522012710571,2.6374615061555495
V5,8.977666432579104,12.881515979766846,2.637461506156655
V6,8.379527563196717,15.714224815368652,0.9999999999987892
V7,8.977666432579102,13.050381183624268,2.637461506156648
V8,7.781388693809283,15.06193995475769,0.09966799461786513
V9,8.977666432571494,13.976020812988281,2.637461506128974
V10,8.97766643257892,13.45923376083374,2.6374615061559825
V11,8.977666432579104,14.287305355072021,2.637461506156655
V12,9.575805301960697,12.906229972839355,5.615563104384471
V13,7.78138869381592,14.60544490814209,0.09966799462516418
V14,8.977666432579104,13.195052862167358,2.637461506156655
V15,9.575805301960695,10.722682237625122,5.615563104384458
V16,7.183249824434328,15.009629249572754,-0.39536515079864964
V17,8.379527563197511,11.284238815307617,1.0000000000003775
V18,7.821162511939223,11.7293701171875,0.14428745048530245
V19,8.977666432579102,11.504225969314575,2.637461506156648
whole GM,8.479527563197323,9.365968704223633,N/A
