Tract,logZi,time,CALI
V1,8.632759920882853,13.804625272750854,0.04995837495787914
V2,7.588157153606765,14.627749919891357,-0.6305915168431564
V3,7.9883632608091855,14.473113059997559,-0.4487937054279576
V4,8.876950473753908,13.03940200805664,0.3403638049656794
V5,8.632759920882853,11.89610505104065,0.04995837495787914
V6,9.277156580956422,11.794243097305298,0.9999999999999951
V7,8.632759920882807,13.095893859863281,0.04995837495783051
V8,8.632759920882854,13.052427053451538,0.04995837495788091
V9,7.988363260809187,14.225677967071533,-0.4487937054279566
V10,7.988363260809283,12.8730628490448,-0.44879370542790376
V11,9.277156572890979,13.450868844985962,0.9999999838691087
V12,8.232553813680337,12.112839937210083,-0.29633689874293756
V13,8.632759912817642,12.970036029815674,0.04995836648974339
V14,8.632759920882853,13.208254098892212,0.04995837495787914
V15,8.232553813680335,12.496469259262085,-0.29633689874293867
V16,8.632759920882764,14.67268705368042,0.04995837495778588
V17,8.632759920882854,12.783101081848145,0.04995837495788091
V18,8.232553813680337,12.904162883758545,-0.29633689874293756
V19,7.988363260809282,13.189868927001953,-0.4487937054279043
whole GM,9.327156580956425,8.775601863861084,N/A
