Tract,logZi,time,CALI
V1,17.034842585438394,0.38073015213012695,0.810976360046832
V2,17.003174264945567,0.36220598220825195,0.8496818496267131
V3,16.866419206807496,0.3953897953033447,0.7673583319780528
V4,16.944152805953813,0.47797489166259766,0.764726628303164
V5,17.022094220516536,0.49367499351501465,0.8458267944306588
V6,16.99406608231023,0.48395276069641113,0.8296138401503426
V7,16.950805208045555,0.4173011779785156,0.8284284714249719
V8,16.94070549636556,0.46605396270751953,0.6140115624769833
V9,16.966942830506092,0.4739360809326172,0.820640457908258
V10,16.97298928624606,0.5029680728912354,0.6901388160286832
V11,17.09762029418863,0.4996161460876465,0.8803092744633856
V12,17.005142848497968,0.45368099212646484,0.739092015830574
V13,16.864456614101872,0.4430868625640869,0.9604128011717059
V14,16.966334145158118,0.41284680366516113,0.8976044195327426
V15,17.016828617631134,0.4014768600463867,0.6750351502318053
V16,16.938371911658948,0.38408422470092773,0.6682910401690187
V17,16.901171728101826,0.3907651901245117,0.8408736817273035
V18,17.03457780011172,0.35916900634765625,0.7633112205352077
V19,16.82738146831377,0.2975449562072754,0.5002185094428462
whole GM,17.244141647921218,0.5377018451690674,N/A
