Tract,CALI
V1,-0.06939204960476897
V2,-0.08180504394320887
V3,-0.06956744899478207
V4,-0.07088479427239336
V5,-0.0801011251897622
V6,-0.07736646775121814
V7,-0.07703443647780883
V8,-0.0677375048538551
V9,-0.08560336492555543
V10,-0.07318699432487064
V11,-0.07706983236417397
V12,-0.07170776040726723
V13,-0.13065891157624776
V14,-0.09442042942413365
V15,-0.0718722317606687
V16,-0.07165861264054252
V17,-0.08814430270992246
V18,-0.07215260244220367
V19,-0.06276807280796459
whole GM,13.922371504456258
