Tract index,CALI
1,0.0064587387415846464
2,0.030651944968212552
3,0.014485709248455603
4,0.010564101055264619
5,0.030490086427389818
6,0.02307125174252289
7,0.01641597484786428
8,0.001802981954271532
9,0.02723118954764181
10,0.00461392964113605
11,0.010099299564631181
12,0.006426738856843306
13,0.053568240342238393
14,0.026725859410529296
15,-0.0036553788355472294
16,0.006514433054714885
17,0.031574289777953846
18,0.0035226606003082583
19,0.005687679776991139
whole GM,13.172971505849103
