Tract,CALI
V1,-0.05962208233669131
V2,-0.06090489428367063
V3,-0.05722307356311618
V4,-0.05773289766330081
V5,-0.06072133201847607
V6,-0.06046970063077961
V7,-0.059572256421663194
V8,-0.05609804644566052
V9,-0.05991149968845444
V10,-0.05701312677248627
V11,-0.0636310809324997
V12,-0.05820204763671921
V13,-0.07451301534335852
V14,-0.06354361850363466
V15,-0.05782287507822015
V16,-0.05681912611008977
V17,-0.06012640315060347
V18,-0.05879997592988406
V19,-0.05391772444789311
whole GM,13.217593019318508
