Tract,CALI
V1,-0.4191579890580419
V2,-0.4377601270494137
V3,-0.48176707238608607
V4,-0.5080321788303752
V5,-0.42151483968155257
V6,-0.44779620847138746
V7,-0.4169773570365187
V8,-0.5165225800000353
V9,-0.4961728273094418
V10,-0.5045831603308357
V11,-0.3705132534471328
V12,-0.4215062154219412
V13,-0.48253874742811587
V14,-0.44563055563860476
V15,-0.5151665681787392
V16,-0.5209810036653912
V17,-0.4579645460328241
V18,-0.4142821287541014
V19,-0.43399560289455485
whole GM,15.428434158218991
