Tract,CALI
V1,0.0021114065832998907
V2,-3.690033235170809e-05
V3,-0.0017697470076274424
V4,-0.0011358381180813781
V5,0.0012429830685376508
V6,-0.0008826187843560263
V7,-0.00015975759596420502
V8,-0.004233340801103158
V9,-0.0031297952996471867
V10,-0.003883538788458707
V11,0.004581995605998479
V12,-0.001275058806225915
V13,-0.0012141232994604678
V14,-0.0010706583741083575
V15,-0.003176587328746594
V16,-0.0047280140452578
V17,-0.004160457334772327
V18,-0.00012530257170706438
V19,-0.006705445043590719
whole GM,13.305881984731187
