Tract,CALI
V1,-0.15719058087793958
V2,-0.15603594828280298
V3,-0.14089060062587555
V4,-0.14660299722449222
V5,-0.15658989668180834
V6,-0.15882784786140214
V7,-0.1589711588212468
V8,-0.13842198790304394
V9,-0.15581532172179768
V10,-0.14282825291826118
V11,-0.17071930987152983
V12,-0.15023870844175846
V13,-0.21457673496395246
V14,-0.17476452065049675
V15,-0.1404754889368136
V16,-0.13733610206918856
V17,-0.15865163072203514
V18,-0.15329579661971138
V19,-0.12072192718645391
whole GM,13.396684386933636
