Tract index,CALI
1,-0.6413605889949068
2,-0.6389529347582918
3,-0.5141922821934549
4,-0.5524203744555835
5,-0.6412226508005259
6,-0.6096544871345271
7,-0.6227456706604089
8,-0.45512857284673947
9,-0.5922549973609483
10,-0.520749621791998
11,-0.7483740080516853
12,-0.5689817829834047
13,-0.8666786999368964
14,-0.7147380320354562
15,-0.5463108356096339
16,-0.47683857849134426
17,-0.5825249940418917
18,-0.5974629992059237
19,-0.3212526735369855
whole GM,14.416793837360766
