Tract,CALI
V1,0.05382979150996725
V2,0.011297103621348281
V3,0.019124054183159878
V4,0.028630387792893952
V5,0.010505245287265597
V6,0.020108652366130464
V7,0.030004408174322483
V8,0.015680792032822133
V9,-0.0006443646644830325
V10,0.023136767498388888
V11,0.06664542293802334
V12,0.034735475836340735
V13,-0.04584541189648683
V14,0.008516754404751747
V15,0.037173180704276776
V16,0.014140415396092232
V17,-0.008269321304662292
V18,0.04358101255384916
V19,-0.008154855056136334
whole GM,15.609503864732826
